EQPTNAME,KW,STATR_VOL,STATR_CUR,ROTOR_VOL,ROTOR_CUR,SPEED,MAKE,MNTNG,DE,NDE,FRAME,AREA,LOCATION,COUPLING,REMARKS
SLAG CONVEYOR K-13,45,415,76,0,0,1480,NGEF,FOOT,6313C3,6313C3,AMW225M4H1,BF2,NO DATA,NO DATA,NO DATA
SLAG CONVEYOR K-14,45,415,76,0,0,1480,NGEF,FOOT,6313C3,6313C3,AMW225M4H1,BF2,NO DATA,NO DATA,NO DATA
SLAG CONVEYOR K-15,55,415,96,0,0,1485,NGEF,FOOT,6314P63,6314P63,AMW250M4H1,BF2,NO DATA,NO DATA,NO DATA
SLAG CONVEYOR K-16,55,415,96,0,0,1485,NGEF,FOOT,6314P63,6314P63,AMW250M4H1,BF2,NO DATA,NO DATA,NO DATA
FLAP GATE 1,3.7,415,7.6,0,0,1430,KIRLOSKAR,FLAN,6306,6206,BKH112,BF2,NO DATA,NO DATA,NO DATA
FLAP GATE 2,3.7,415,7.6,0,0,1430,KIRLOSKAR,FLAN,6306,6206,BKH112,BF2,NO DATA,NO DATA,NO DATA
FLAP GATE 3,3.7,415,7.6,0,0,1430,KIRLOSKAR,FLAN,6306,6206,BKH112,BF2,NO DATA,NO DATA,NO DATA
FLAP GATE 4,3.7,415,7.6,0,0,1430,KIRLOSKAR,FLAN,6306,6206,BKH112,BF2,NO DATA,NO DATA,NO DATA
AIR LIFT VALVE K11,1.5,415,3.4,0,0,1400,KIRLOSKAR,FOOT,6205,6205,KH90L,BF2,NO DATA,NO DATA,NO DATA
AIR LIFT VALVE K12,1.5,415,3.4,0,0,1400,KIRLOSKAR,FOOT,6205,6205,KH90L,BF2,NO DATA,NO DATA,NO DATA
AIR LIFT VALVE K13,1.5,415,3.4,0,0,1430,KIRLOSKAR,FOOT,6205,6205,KH90L,BF2,NO DATA,NO DATA,NO DATA
AIR LIFT VALVE K14,1.5,415,3.4,0,0,1430,KIRLOSKAR,FOOT,6205,6205,KH90L,BF2,NO DATA,NO DATA,NO DATA
MAIN PUMP 450,154,415,270,0,0,1485,AEI,FOOT,N321,6321,K355S,BF2,NO DATA,NO DATA,NO DATA
MAIN PUMP 451,154,415,270,0,0,1485,AEI,FOOT,N321,6321,K355S,BF2,NO DATA,NO DATA,NO DATA
MAIN PUMP 452,154,415,270,0,0,1485,AEI,FOOT,N321,6321,K355S,BF2,NO DATA,NO DATA,NO DATA
MAIN PUMP 453,154,415,270,0,0,1485,AEI,FOOT,N321,6321,K355S,BF2,NO DATA,NO DATA,NO DATA
DELIVERY VALVE 454,2.5,415,9,0,0,72,BEACON ROTARK,FLAN,NO DATA,NO DATA,K600F14A,BF2,NO DATA,NO DATA,NO DATA
DELIVERY VALVE 455,2.5,415,9,0,0,72,BEACON ROTARK,FLAN,NO DATA,NO DATA,K600F14A,BF2,NO DATA,NO DATA,NO DATA
DELIVERY VALVE 456,2.5,415,9,0,0,72,BEACON ROTARK,FLAN,NO DATA,NO DATA,K600F14A,BF2,NO DATA,NO DATA,NO DATA
PUMP OF COLD WATER 462,15,415,26,0,0,2900,CROMPTON GREAVE,FOOT,6309,6309,D160L,BF2,NO DATA,NO DATA,NO DATA
PUMP OF HEATED WATER 463,23,415,41.5,0,0,2910,CROMPTON GREAVE,FOOT,6310,6310,D180L,BF2,NO DATA,NO DATA,NO DATA
PUMP OF HOT WATER 464,3.7,415,7.6,0,0,1430,KIRLOSKAR,FOOT,6306,6206,KH112M,BF2,NO DATA,NO DATA,NO DATA
CHANGE OVER VALVE 465A,1.2,415,3.5,0,0,850,USSR,FLAN,2307,307,APQ43-6T2,BF2,NO DATA,NO DATA,NO DATA
CHANGE OVER VALVE 465B,1.2,415,3.5,0,0,850,USSR,FLAN,2307,307,APQ43-6T2,BF2,NO DATA,NO DATA,NO DATA
WATER FLOW VALVE 466B,0.27,415,1.7,0,0,48,BEACON ROTARK,FLAN,NO DATA,NO DATA,K30F10A,BF2,NO DATA,NO DATA,NO DATA
SLIME VALVE 467A,2.5,415,9,0,0,96,BEACON ROTARK,FLAN,NO DATA,NO DATA,K300F14A,BF2,NO DATA,NO DATA,NO DATA
SLIME VALVE 467B,2.5,415,9,0,0,96,BEACON ROTARK,FLAN,NO DATA,NO DATA,K300F14A,BF2,NO DATA,NO DATA,NO DATA
WATER FLOW VALVE 466A,0.27,415,1.7,0,0,48,BEACON ROTARK,FLAN,NO DATA,NO DATA,K30F10A,BF2,NO DATA,NO DATA,NO DATA
ROTATION OF STIRRER 468A,1.2,415,3.5,0,0,850,USSR,FLAN,2307,307,APQ43-6T2,BF2,NO DATA,NO DATA,NO DATA
ROTATION OF STIRRER 468B,1.2,415,3.5,0,0,850,USSR,FLAN,2307,307,APQ43-6T2,BF2,NO DATA,NO DATA,NO DATA
CHANGE OVER VALVE 475A,1.2,415,3.5,0,0,850,USSR,FLAN,2307,307,APQ43-6T2,BF2,NO DATA,NO DATA,NO DATA
CHANGE OVER VALVE 475B,1.2,415,3.5,0,0,850,USSR,FLAN,2307,307,APQ43-6T2,BF2,NO DATA,NO DATA,NO DATA
WATER FLOW VALVE 476A,0.27,415,1.7,0,0,48,BEACON ROTARK,FLAN,NO DATA,NO DATA,K30F10A,BF2,NO DATA,NO DATA,NO DATA
WATER FLOW VALVE 476B,0.27,415,1.7,0,0,48,BEACON ROTARK,FLAN,NO DATA,NO DATA,K30F10A,BF2,NO DATA,NO DATA,NO DATA
SLIME VALVE 477A,2.5,415,9,0,0,96,BEACON ROTARK,FLAN,NO DATA,NO DATA,K300F14A,BF2,NO DATA,NO DATA,NO DATA
SLIME VALVE 477B,2.5,415,9,0,0,96,BEACON ROTARK,FLAN,NO DATA,NO DATA,K300F14A,BF2,NO DATA,NO DATA,NO DATA
ROTATION OF STIRRER 478A,1.2,415,3.5,0,0,850,USSR,FLAN,2307,307,APQ43-6T2,BF2,NO DATA,NO DATA,NO DATA
ROTATION OF STIRRER 478B,1.2,415,3.5,0,0,850,USSR,FLAN,2307,307,APQ43-6T2,BF2,NO DATA,NO DATA,NO DATA
FILTER 1 CHAMBER B TOP,0.18,415,0.65,0,0,1285,USSR,FLAN,6-180402K369,6-180402K369,4AAM56B4T2,BF2,NO DATA,NO DATA,NO DATA
MECH.NO.461,1.1,415,2.9,0,0,2800,AUMA,FLAN,NO DATA,NO DATA,MD71-2/80,BF2,NO DATA,NO DATA,NO DATA
MECH.NO.462,1.1,415,2.9,0,0,2800,AUMA,FLAN,NO DATA,NO DATA,MD71-2/80,BF2,NO DATA,NO DATA,NO DATA
MECH.NO.471,1.1,415,2.9,0,0,2800,AUMA,FLAN,NO DATA,NO DATA,MD71-2/80,BF2,NO DATA,NO DATA,NO DATA
MECH.NO.472,1.1,415,2.9,0,0,2800,AUMA,FLAN,NO DATA,NO DATA,MD71-2/80,BF2,NO DATA,NO DATA,NO DATA
VENTILATION MOTOR 154,0.37,415,1.1,0,0,1410,CROMPTON GREAVE,FOOT,6205,6205,ND90S,BF2,NO DATA,NO DATA,NO DATA
VENTILATION MOTOR 155,0.37,415,1.1,0,0,1410,CROMPTON GREAVE,FOOT,6205,6205,ND90S,BF2,NO DATA,NO DATA,NO DATA
VENTILATION MOTOR 156,0.37,415,1.1,0,0,1410,CROMPTON GREAVE,FOOT,6205,6205,ND90S,BF2,NO DATA,NO DATA,NO DATA
VENTILATION MOTOR 157,0.37,415,1.1,0,0,1410,CROMPTON GREAVE,FOOT,6205,6205,ND90S,BF2,NO DATA,NO DATA,NO DATA
VENTILATION MOTOR 158,0.75,415,2,0,0,925,CROMPTON GREAVE,FOOT,6205,6205,ND90S,BF2,NO DATA,NO DATA,NO DATA
VENTILATION MOTOR 159,0.75,415,2,0,0,925,CROMPTON GREAVE,FOOT,6205,6205,ND90S,BF2,NO DATA,NO DATA,NO DATA
WATER FILTER VALVE-171/1,0.72,415,1.3,0,0,48,BEACON ROTARK,FLAN,NO DATA,NO DATA,K150F10E,BF2,NO DATA,NO DATA,NO DATA
WATER FILTER VALVE 171/2,0.72,415,1.3,0,0,48,BEACON ROTARK,FLAN,NO DATA,NO DATA,K150F10E,BF2,NO DATA,NO DATA,NO DATA
B2-3 CONVEYOR MOTOR,75,415,130,0,0,1485,NGEF,FOOT,NU318C3,6318C3,AMW280S4H1,BF2,NO DATA,NO DATA,NO DATA
B2-4 CONVEYOR MOTOR,75,415,130,0,0,1485,NGEF,FOOT,NU318C3,6318C3,AMW280S4H1,BF2,NO DATA,NO DATA,NO DATA
B2-5 CONVEYOR MOTOR,75,415,130,0,0,1485,NGEF,FOOT,NU318C3,6318C3,AMW280S4H1,BF2,NO DATA,NO DATA,NO DATA
B2-6 CONVEYOR MOTOR,75,415,130,0,0,1485,NGEF,FOOT,NU318C3,6318C3,AMW280S4H1,BF2,NO DATA,NO DATA,NO DATA
B2-7 CONVEYOR BELT MOTOR,37,415,63.3,0,0,1480,NGEF,FOOT,6313,6313,AMW225S4H1,BF2,NO DATA,NO DATA,NO DATA
B2-7 CONVEYOR TROLLEY MOTOR,3.7,415,7.7,0,0,955,NGEF,FOOT,6308,6308,AMW132M76,BF2,NO DATA,NO DATA,NO DATA
B2-7 CONVEYOR TROLLEY MOTOR,3.7,415,7.7,0,0,955,NGEF,FOOT,6308,6308,AMW132M76,BF2,NO DATA,NO DATA,NO DATA
B2-7 CONVEYOR TROLLEY MOTOR,3.7,415,7.7,0,0,955,NGEF,FOOT,6308,6308,AMW132M76,BF2,NO DATA,NO DATA,NO DATA
B2-7 CONVEYOR TROLLEY MOTOR,3.7,415,7.7,0,0,955,NGEF,FOOT,6308,6308,AMW132M76,BF2,NO DATA,NO DATA,NO DATA
B2-8 CONVEYOR BELT MOTOR,37,415,63.3,0,0,1480,NGEF,FOOT,6313,6313,AMW225S4H1,BF2,NO DATA,NO DATA,NO DATA
B2-8 CONVEYOR TROLLEY MOTOR,3.7,415,7.7,0,0,955,NGEF,FOOT,6308,6308,AMW132M76,BF2,NO DATA,NO DATA,NO DATA
B2-8 CONVEYOR TROLLEY MOTOR,3.7,415,7.7,0,0,955,NGEF,FOOT,6308,6308,AMW132M76,BF2,NO DATA,NO DATA,NO DATA
B2-8 CONVEYOR TROLLEY MOTOR,3.7,415,7.7,0,0,955,NGEF,FOOT,6308,6308,AMW132M76,BF2,NO DATA,NO DATA,NO DATA
B2-8 CONVEYOR TROLLEY MOTOR,3.7,415,7.7,0,0,955,NGEF,FOOT,6308,6308,AMW132M76,BF2,NO DATA,NO DATA,NO DATA
B2-9 CONVEYOR BELT MOTOR,37,415,63.3,0,0,1480,NGEF,FOOT,6313,6313,AMW225S4H1,BF2,NO DATA,NO DATA,NO DATA
B2-9 CONVEYOR TROLLEY MOTOR,3.7,415,7.7,0,0,955,NGEF,FOOT,6308,6308,AMW132M76,BF2,NO DATA,NO DATA,NO DATA
B2-9 CONVEYOR TROLLEY MOTOR,3.7,415,7.7,0,0,955,NGEF,FOOT,6308,6308,AMW132M76,BF2,NO DATA,NO DATA,NO DATA
B2-9 CONVEYOR TROLLEY MOTOR,3.7,415,7.7,0,0,955,NGEF,FOOT,6308,6308,AMW132M76,BF2,NO DATA,NO DATA,NO DATA
B2-9 CONVEYOR TROLLEY MOTOR,3.7,415,7.7,0,0,955,NGEF,FOOT,6308,6308,AMW132M76,BF2,NO DATA,NO DATA,NO DATA
B2-10 CONVEYOR BELT MOTOR,37,415,63.5,0,0,1480,NGEF,FOOT,6313C3,6313C3,AMW225S4H1,BF2,NO DATA,NO DATA,NO DATA
B2-10 CONVEYOR TROLLEY MOTOR,3.7,415,7.7,0,0,955,NGEF,FOOT,6308,6308,AMW132M76,BF2,NO DATA,NO DATA,NO DATA
B2-10 CONVEYOR TROLLEY MOTOR,3.7,415,7.7,0,0,955,NGEF,FOOT,6308,6308,AMW132M76,BF2,NO DATA,NO DATA,NO DATA
B2-10 CONVEYOR TROLLEY MOTOR,3.7,415,7.7,0,0,955,NGEF,FOOT,6308,6308,AMW132M76,BF2,NO DATA,NO DATA,NO DATA
B2-10 CONVEYOR TROLLEY MOTOR,3.7,415,7.7,0,0,955,NGEF,FOOT,6308,6308,AMW132M76,BF2,NO DATA,NO DATA,NO DATA
COKE-1 SCREEN FLOOR,22,415,55,0,0,700,USSR,FOOT,60314,60314,MTKH-412-8T1,BF2,NO DATA,NO DATA,NO DATA
COKE-1 SCREEN FLOOR,22,415,55,0,0,700,USSR,FOOT,60314,60314,MTKH-412-8T1,BF2,NO DATA,NO DATA,NO DATA
COKE-2 SCREEN FLOOR,22,415,55,0,0,700,USSR,FOOT,60314,60314,MTKH-412-8T1,BF2,NO DATA,NO DATA,NO DATA
COKE-2 SCREEN FLOOR,22,415,55,0,0,700,USSR,FOOT,60314,60314,MTKH-412-8T1,BF2,NO DATA,NO DATA,NO DATA
COKE-3 SCREEN FLOOR,22,415,55,0,0,700,USSR,FOOT,60314,60314,MTKH-412-8T1,BF2,NO DATA,NO DATA,NO DATA
COKE-3 SCREEN FLOOR,22,415,55,0,0,700,USSR,FOOT,60314,60314,MTKH-412-8T1,BF2,NO DATA,NO DATA,NO DATA
COKE-4 SCREEN FLOOR,22,415,55,0,0,700,USSR,FOOT,60314,60314,MTKH-412-8T1,BF2,NO DATA,NO DATA,NO DATA
COKE-4 SCREEN FLOOR,22,415,55,0,0,700,USSR,FOOT,60314,60314,MTKH-412-8T1,BF2,NO DATA,NO DATA,NO DATA
COKE-5 SCREEN FLOOR,22,415,55,0,0,700,USSR,FOOT,60314,60314,MTKH-412-8T1,BF2,NO DATA,NO DATA,NO DATA
COKE-5 SCREEN FLOOR,22,415,55,0,0,700,USSR,FOOT,60314,60314,MTKH-412-8T1,BF2,NO DATA,NO DATA,NO DATA
COKE-6 SCREEN FLOOT,22,415,55,0,0,700,USSR,FOOT,60314,60314,MTKH-412-8T1,BF2,NO DATA,NO DATA,NO DATA
COKE-6 SCREEN FLOOR,22,415,55,0,0,700,USSR,FOOT,60314,60314,MTKH-412-8T1,BF2,NO DATA,NO DATA,NO DATA
SINTER-1 SCREEN FLOOR,22,415,55,0,0,700,USSR,FOOT,60314,60314,MTKH-412-8T1,BF2,NO DATA,NO DATA,NO DATA
SINTER-1 SCREEN FLOOR,22,415,55,0,0,700,USSR,FOOT,60314,60314,MTKH-412-8T1,BF2,NO DATA,NO DATA,NO DATA
SINTER-2 SCREEN FLOOR,22,415,55,0,0,700,USR,FOOT,60314,60314,MTKH-412-8T1,BF2,NO DATA,NO DATA,NO DATA
SINTER-2 SCREEN FLOOR,22,415,55,0,0,700,USSR,FOOT,60314,60314,MTKH-412-8T1,BF2,NO DATA,NO DATA,NO DATA
SINTER-3 SCREEN FLOOR,22,415,55,0,0,700,USSR,FOOT,60314,60314,MTKH-412-8T1,BF2,NO DATA,NO DATA,NO DATA
SINTER-3 SCREEN FLOOR,22,415,55,0,0,700,USSR,FOOT,60314,60314,MTKH-412-8T1,BF2,NO DATA,NO DATA,NO DATA
SINTER-4 SCREEN FLOOR,22,415,55,0,0,700,USSR,FOOT,60314,60314,MTKH-412-8T1,BF2,NO DATA,NO DATA,NO DATA
SINTER-4 SCREEN FLOOR,22,415,55,0,0,700,USSR,FOOT,60314,60314,MTKH-412-8T1,BF2,NO DATA,NO DATA,NO DATA
SINTER-5 SCREEN FLOOR,22,415,55,0,0,700,USSR,FOOT,60314,60314,MTKH-412-8T1,BF2,NO DATA,NO DATA,NO DATA
SINTER-5 SCREEN FLOOR,22,415,55,0,0,700,USSR,FOOT,60314,60314,MTKH-412-8T1,BF2,NO DATA,NO DATA,NO DATA
SINTER-6 SCREEN FLOOR,22,415,55,0,0,700,USSR,FOOT,60314,60314,MTKH-412-8T1,BF2,NO DATA,NO DATA,NO DATA
SINTER-6 SCREEN FLOOR,22,415,55,0,0,700,USSR,FOOT,60314,60314,MTKH-412-8T1,BF2,NO DATA,NO DATA,NO DATA
SINTER-7 SCREEN FLOOR,22,415,55,0,0,700,USSR,FOOT,60314,60314,MTKH-412-8T1,BF2,NO DATA,NO DATA,NO DATA
SINTER-7 SCREEN FLOOR,22,415,55,0,0,700,USSR,FOOT,60314,60314,MTKH-412-8T1,BF2,NO DATA,NO DATA,NO DATA
SINTER-8 SCREEN FLOOR,22,415,55,0,0,700,USSR,FOOT,60314,60314,MTKH-412-8T1,BF2,NO DATA,NO DATA,NO DATA
SINTER-8 SCREEN FLOOR,22,415,55,0,0,700,USSR,FOOT,60314,60314,MTKH-412-8T1,BF2,NO DATA,NO DATA,NO DATA
SINTER-1 GATE MOTOR NO.1,5,415,16.7,0,0,335,USSR,FOOT,2317,317,AP831-6T2,BF2,NO DATA,NO DATA,NO DATA
SINTER-1 GATE MOTOR NO.2,5,415,16.7,0,0,335,USSR,FOOT,2317,317,AP831-6T2,BF2,NO DATA,NO DATA,NO DATA
SINTER-2 GATE MOTOR NO.1,5,415,16.7,0,0,335,USSR,FOOT,2317,317,AP831-6T3,BF2,NO DATA,NO DATA,NO DATA
SINTER-2 GATE MOTOR NO.2,5,415,16.7,0,0,335,USSR,FOOT,2317,317,AP831-6T3,BF2,NO DATA,NO DATA,NO DATA
SINTER-3 GATE MOTOR NO.1,5,415,16.7,0,0,335,USSR,FOOT,2317,317,AP831-6T3,BF2,NO DATA,NO DATA,NO DATA
SINTER-3 GATE MOTOR NO.2,5,415,16.7,0,0,335,USSR,FOOT,2317,317,AP831-6T3,BF2,NO DATA,NO DATA,NO DATA
SINTER-4 GATE MOTOR NO.1,5,415,16.7,0,0,335,USSR,FOOT,2317,317,AP831-6T3,BF2,NO DATA,NO DATA,NO DATA
SINTER-4 GATE MOTOR NO.2,5,415,16.7,0,0,335,USSR,FOOT,2317,317,AP831-6T3,BF2,NO DATA,NO DATA,NO DATA
SINTER-5 GATE MOTOR NO.1,5,415,16.7,0,0,335,USSR,FOOT,2317,317,AP831-6T3,BF2,NO DATA,NO DATA,NO DATA
SINTER-5 GATE MOTOR NO.2,5,415,16.7,0,0,335,USSR,FOOT,2317,317,AP831-6T3,BF2,NO DATA,NO DATA,NO DATA
SINTER-6 GATE MOTOR NO-1,5,415,16.7,0,0,335,USSR,FOOT,2317,317,AP831-6T3,BF2,NO DATA,NO DATA,NO DATA
SINTER-6 GATE MOTOR NO-2,5,415,16.7,0,0,335,USSR,FOOT,2317,317,AP831-6T3,BF2,NO DATA,NO DATA,NO DATA
SINTER-7 GATE MOTOR NO-2,5,415,16.7,0,0,335,USSR,FOOT,2317,317,AP831-6T3,BF2,NO DATA,NO DATA,NO DATA
SINTER-7 GATE MOTOR NO-1,5,415,16.7,0,0,335,USSR,FOOT,2317,317,AP831-6T2,BF2,NO DATA,NO DATA,NO DATA
SINTER-8 GATE MOTOR-1,5,415,16.7,0,0,335,USSR,FOOT,2317,317,AP831-6T3,BF2,NO DATA,NO DATA,NO DATA
SINTER-8 GATE MOTOR NO-2,5,415,16.7,0,0,335,USSR,FOOT,2317,317,AP831-6T3,BF2,NO DATA,NO DATA,NO DATA
COKE-1 GATE MOTOR NO.1,5,415,16.7,0,0,335,USSR,FOOT,2317,317,AP831-6T3,BF2,NO DATA,NO DATA,NO DATA
COKE-1 GATE MOTOR NO.2,5,415,16.7,0,0,335,USSR,FOOT,2317,317,AP831-6T3,BF2,NO DATA,NO DATA,NO DATA
COKE-2 GATE MOTOR NO.1,5,415,16.7,0,0,335,USSR,FOOT,2317,317,AP831-6T3,BF2,NO DATA,NO DATA,NO DATA
COKE-2 GATE MOTOR NO.2,5,415,16.7,0,0,335,USSR,FOOT,2317,317,AP831-6T3,BF2,NO DATA,NO DATA,NO DATA
COKE-3 GATE MOTOR NO.1,5,415,16.7,0,0,335,USSR,FOOT,2317,317,AP831-6T3,BF2,NO DATA,NO DATA,NO DATA
COKE-3 GATE MOTOR NO.2,5,415,16.7,0,0,335,USSR,FOOT,2317,317,AP831-6T3,BF2,NO DATA,NO DATA,NO DATA
COKE-4 GATE MOTOR NO-1,5,415,16.7,0,0,335,USSR,FOOT,2317,317,AP831-6T3,BF2,NO DATA,NO DATA,NO DATA
COKE-4 GATE MOTOR NO.2,5,415,16.7,0,0,335,USSR,FOOT,2317,317,AP831-6T3,BF2,NO DATA,NO DATA,NO DATA
COKE-5 GATE MOTOR NO-1,5,415,16.7,0,0,335,USSR,FOOT,2317,317,AP831-6T3,BF2,NO DATA,NO DATA,NO DATA
COKE-5 GATE MOTOR NO-2,5,415,16.7,0,0,335,USSR,FOOT,2317,317,AP831-6T3,BF2,NO DATA,NO DATA,NO DATA
COKE-6 GATE MOTOR-1,5,415,16.7,0,0,335,USSR,FOOT,2317,317,AP831-6T2,BF2,NO DATA,NO DATA,NO DATA
COKE-6 GATE MOTOR-2,5,415,16.7,0,0,335,USSR,FOOT,2317,317,AP831-6T2,BF2,NO DATA,NO DATA,NO DATA
ADDITIVE GATE MOTOR -1,1.7,415,10.8,0,0,340,USSR,FOOT,2317,317,AP821-6T2,BF2,NO DATA,NO DATA,NO DATA
ADDITIVE-2 GATE MOTOR,1.7,415,10.8,0,0,340,USSR,FOOT,2317,317,AP831-6T3,BF2,NO DATA,NO DATA,NO DATA
ADDITIVE-3 GATE MOTOR,1.7,415,10.8,0,0,340,USSR,FOOT,2317,317,AP831-6T3,BF2,NO DATA,NO DATA,NO DATA
235 PUMP MOTOR,11,415,20,0,0,1450,USSR,FOOT,76-180609C9W1,76-180609C9W1,DA132M4T2,BF2,NO DATA,NO DATA,NO DATA
236 PUMP MOTOR,11,415,20,0,0,1450,USSR,FOOT,76-180609C9W1,76-180609C9W1,DA132M4T2,BF2,NO DATA,NO DATA,NO DATA
239 TROLLEY MOTOR-1,2.4,415,9,0,0,455,USSR,FOOT,NO DATA,NO DATA,NO DATA,BF2,NO DATA,NO DATA,NO DATA
239 TROLLEY MOTOR 2,2.4,415,9,0,0,455,USSR,FOOT,NO DATA,NO DATA,NO DATA,BF2,NO DATA,NO DATA,NO DATA
240 TROLLEY MOTOR 1,2.4,415,9,0,0,455,USSR,FOOT,NO DATA,NO DATA,NO DATA,BF2,NO DATA,NO DATA,NO DATA
240 TROLLEY MOTOR 2,2.4,415,9,0,0,455,USSR,FOOT,NO DATA,NO DATA,NO DATA,BF2,NO DATA,NO DATA,NO DATA
HYD PUMP-1 FOR GATE 1-4,3.7,415,7.9,0,0,1430,USSR,FOOT,6-180606C9W1,6-180606C9W1,4YA100S4T1,BF2,NO DATA,NO DATA,NO DATA
HYD PUMP-2 FOR GATE1-4,3.7,415,7.9,0,0,1430,USSR,FOOT,6-180606C9W1,6-180606C9W1,4YA100S4T1,BF2,NO DATA,NO DATA,NO DATA
GREASE LUBRICATION PUMP,1.1,415,2.5,0,0,1400,USSR,FOOT,6-180605C9W1,6-180605C9W1,4A80A4T1,BF2,NO DATA,NO DATA,NO DATA
M-11 EACP,1000,6600,105,0,0,743,USSR,FOOT,3530,3530,DA3021769-8T1,BF2,NO DATA,NO DATA,NO DATA
M-12 EACP,1000,6600,105,0,0,743,USSR,FOOT,3530,3530,DA3021769-8T1,BF2,NO DATA,NO DATA,NO DATA
M-13 EACP,1000,6600,105,0,0,743,USSR,FOOT,3530,3530,DA3021769-8T1,BF2,NO DATA,NO DATA,NO DATA
M-14 EACP,1000,6600,105,0,0,743,USSR,FOOT,3530,3530,DA3021769-8T1,BF2,NO DATA,NO DATA,NO DATA
THROTTLE VALVE SU SIDE M11,0.18,415,0.81,0,0,1370,USSR,FLAN,6-180402K369,6-180402K369,4AAM56B4T2,BF2,NO DATA,NO DATA,NO DATA
THROTTLE VALVE SU SIDE M11,0.18,415,0.81,0,0,1370,USSR,FLAN,6-180402K369,6-180402K369,4AAM56B4T2,BF2,NO DATA,NO DATA,NO DATA
THROTTLE VALVE SU SIDE M12,0.18,415,0.81,0,0,1370,USSR,FLAN,6-180402K369,6-180402K369,4AAM56B4T2,BF2,NO DATA,NO DATA,NO DATA
THROTTLE VALVE SU SIDE M12,0.18,415,0.81,0,0,1370,USSR,FLAN,6-180402K369,6-180402K369,4AAM56B4T2,BF2,NO DATA,NO DATA,NO DATA
THROTTLE VALVE SU SIDE M13,0.18,415,0.81,0,0,1370,USSR,FLAN,6-180402K369,6-180402K369,4AAM56B4T2,BF2,NO DATA,NO DATA,NO DATA
THROTTLE VALVE SU SIDE M13,0.18,415,0.81,0,0,1370,USSR,FLAN,6-180402K369,6-180402K369,4AAM56B4T2,BF2,NO DATA,NO DATA,NO DATA
THROTTLE VALVE SU SIDE M14,0.18,415,0.81,0,0,1370,USSR,FLAN,6-180402K369,6-180402K369,4AAM56B4T2,BF2,NO DATA,NO DATA,NO DATA
THROTTLE VALVE SU SIDE M14,0.18,415,0.81,0,0,1370,USSR,FLAN,6-180402K369,6-180402K369,4AAM56B4T2,BF2,NO DATA,NO DATA,NO DATA
THROTTLE VALVE EX SIDE M11,0.18,415,0.81,0,0,1370,USSR,FLAN,6-180402K369,6-180402K369,4AAM56B4T2,BF2,NO DATA,NO DATA,NO DATA
THROTTLE VALVE EX SIDE M11,0.18,415,0.81,0,0,1370,USSR,FLAN,6-180402K369,6-180402K369,4AAM56B4T2,BF2,NO DATA,NO DATA,NO DATA
THROTTLE VALVE EX SIDE M12,0.18,415,0.81,0,0,1370,USSR,FLAN,6-180402K369,6-180402K369,4AAM56B4T2,BF2,NO DATA,NO DATA,NO DATA
THROTTLE VALVE EX SIDE M12,0.18,415,0.81,0,0,1370,USSR,FLAN,6-180402K369,6-180402K369,4AAM56B4T2,BF2,NO DATA,NO DATA,NO DATA
THROTTLE VALVE EX SIDE M13,0.18,415,0.81,0,0,1370,USSR,FLAN,6-180402K369,6-180402K369,4AAM56B4T2,BF2,NO DATA,NO DATA,NO DATA
THROTTLE VALVE EX SIDE M13,0.18,415,0.81,0,0,1370,USSR,FLAN,6-180402K369,6-180402K369,4AAM56B4T2,BF2,NO DATA,NO DATA,NO DATA
THROTTLE VALVE EX SIDE M14,0.18,415,0.81,0,0,1370,USSR,FLAN,6-180402K369,6-180402K369,4AAM56B4T2,BF2,NO DATA,NO DATA,NO DATA
THROTTLE VALVE EX SIDE M14,0.18,415,0.81,0,0,1370,USSR,FLAN,6-180402K369,6-180402K369,4AAM56B4T2,BF2,NO DATA,NO DATA,NO DATA
GUIDEVANE MOTOR FOR M11,0.18,415,0.58,0,0,1350,USSR,FOOT,NO DATA,NO DATA,ANP56B4T2,BF2,NO DATA,NO DATA,NO DATA
GUIDEVANE MOTOR FOR M12,0.18,415,0.58,0,0,1350,USSR,FOOT,NO DATA,NO DATA,ANP56B4T2,BF2,NO DATA,NO DATA,NO DATA
GUIDEVANE MOTOR FOR M13,0.18,415,0.58,0,0,1350,USSR,FOOT,NO DATA,NO DATA,ANP56B4T2,BF2,NO DATA,NO DATA,NO DATA
GUIDEVANE MOTOR FOR M14,0.18,415,0.58,0,0,1350,USSR,FOOT,NO DATA,NO DATA,ANP56B4T2,BF2,NO DATA,NO DATA,NO DATA
JOLTING MOTOR C1,0.37,415,1.1,0,0,1365,USSR,FLAN,6-180502K369,6-180502K369,4AAM63B4T2,BF2,NO DATA,NO DATA,NO DATA
JOLTING MOTOR C2,0.37,415,1.1,0,0,1365,USSR,FLAN,6-180502K369,6-180502K369,4AAM63B4T2,BF2,NO DATA,NO DATA,NO DATA
JOLTING MOTOR C3,0.37,415,1.1,0,0,1365,USSR,FLAN,6-180502K369,6-180502K369,4AAM63B4T2,BF2,NO DATA,NO DATA,NO DATA
JOLTING MOTOR C4,0.37,415,1.1,0,0,1365,USSR,FLAN,6-180502K369,6-180502K369,4AAM63B4T2,BF2,NO DATA,NO DATA,NO DATA
JOLTING MOTOR C5,0.37,415,1.1,0,0,1365,USSR,FLAN,6-180502K369,6-180502K369,4AAM63B4T2,BF2,NO DATA,NO DATA,NO DATA
